Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Raye_AnchorTaunt_Description,Text,,,Must attack &target and is removed upon attacking &target.,,"无法攻击&target以外的目标。
 攻击目标时解除。",
Buff/B_Raye_AnchorTaunt_Name,Text,,,Empowered Widow Anchor,,强化 - 黑寡妇锚,
Buff/B_Raye_BurningWounds_Name,Text,,,Burning Wounds,,灼伤,
Buff/B_Raye_EagleBooster_Description,Text,,,,,,
Buff/B_Raye_EagleBooster_Name,Text,,,Full Throttle,,动力全开,
Buff/B_Raye_HayateLock_Description,Text,,,Cannot Link into Hayate.,,无法链接为闪刀姬 - 飒。,
Buff/B_Raye_HayateLock_Name,Text,,,Hayate Recharging,,飒 - 充能中,
Buff/B_Raye_Hayate_Description,Text,,,"Attacks gain Ignore Taunt. 
While in Hayate, Fixed Skill costs 1 less. Skills in hand cost 1 more.",,"攻击技能获得无视嘲讽。
处于飒装甲中，固定技能降低1点费用，手中的技能额外消耗1点费用。",
Buff/B_Raye_Hayate_Name,Text,,,X004 - Hayate,,X004 - 飒,
Buff/B_Raye_HornetBuff_Description,Text,,,,,,
Buff/B_Raye_HornetBuff_Name,Text,,,Drone Support,,无人机支援,
Buff/B_Raye_KagariLock_Description,Text,,,Cannot Link into Kagari.,,无法链接为闪刀姬 - 篝。,
Buff/B_Raye_KagariLock_Name,Text,,,Kagari Recharging,,篝 - 充能中,
Buff/B_Raye_Kagari_Description,Text,,,"While in Kagari, Attacks that do not kill the enemy will inflict Burning Wounds (<sprite=1>&a%).",,处于篝装甲中，攻击会施加灼伤(<sprite=1>&a%)。,
Buff/B_Raye_Kagari_Name,Text,,,X003 - Kagari,,X003 - 篝,
Buff/B_Raye_KainaLock_Description,Text,,,Cannot Link into Kaina.,,无法链接为闪刀姬 - 腕。,
Buff/B_Raye_KainaLock_Name,Text,,,Kaina Recharging,,腕 - 充能中,
Buff/B_Raye_Kaina_Description,Text,,,"Counterattack with Kaina Counter when attacked. 
While in Kaina, whenever the party plays a skill from hand, Chain Heal the caster by &a per mana cost of skill.
",,"受到攻击时，闪刀姬 - 腕会进行一次反击。
处于腕装甲中，使用手中的技能时，每点消耗的费用连锁治疗使用者&a。",
Buff/B_Raye_Kaina_Name,Text,,,X005 - Kaina,,X005 - 腕,
Buff/B_Raye_Linkage_Description,Text,,,"At the start of every turn, add 1 Linkage! to hand.",,每个回合开始时，将1个[闪刀启动 - 连闪]加入手中。,
Buff/B_Raye_Linkage_Name,Text,,,Engage! Linkage!,,交闪！连闪！,
Buff/B_Raye_Multirole_Description,Text,,,"At 3 stacks, remove all Link Recharging effects.",,到达3层时，移除所有链接充能减益。,
Buff/B_Raye_Multirole_Name,Text,,,Multirole Reload,,多用途战机重启,
Buff/B_Raye_SharkCannonshred_Description,Text,,,Lose 1 stack when attacked.,,受到攻击时移除1层。,
Buff/B_Raye_SharkCannonshred_Name,Text,,,Position Displaced,,位置移位,
Buff/B_Raye_ShizukuLock_Description,Text,,,Cannot Link into Shizuku.,,无法链接为闪刀姬 - 雫。,
Buff/B_Raye_ShizukuLock_Name,Text,,,Shizuku Recharging,,雫 - 充能中,
